121	Dayntés dryuen þerwyth of ful dere metes,
122	Foysoun of þe fresche, and on so fele disches
123	Þat pine to fynde þe place þe peple biforne
124	For to sette þe sylueren þat sere sewes halden
125	on clothe.
126	Iche lede as he loued hymselue
127	Þer laght withouten loþe;
128	Ay two had disches twelue,
129	Good ber and bry3t wyn boþe.
130	Now wyl I of hor seruise say yow no more,
131	For vch wy3e may wel wit no wont þat þer were.
132	An oþer noyse ful newe ne3ed biliue,
133	Þat þe lude my3t haf leue liflode to cach;
134	For vneþe watz þe noyce not a whyle sesed,
135	And þe fyrst cource in þe court kyndely serued,
136	Þer hales in at þe halle dor an aghlich mayster,
137	On þe most on þe molde on mesure hyghe;
138	Fro þe swyre to þe swange so sware and so þik,
139	And his lyndes and his lymes so longe and so grete,
140	Half etayn in erde I hope þat he were,
141	Bot mon most I algate mynn hym to bene,
142	And þat þe myriest in his muckel þat my3t ride;
143	For of bak and of brest al were his bodi sturne,
144	Both his wombe and his wast were worthily smale,
145	And alle his fetures fol3ande, in forme þat he hade,
146	ful clene;
147	For wonder of his hwe men hade,
148	Set in his semblaunt sene;
149	He ferde as freke were fade,
150	And oueral enker-grene.
151	Ande al grayþed in grene þis gome and his wedes:
152	A strayte cote ful stre3t, þat stek on his sides,
153	A meré mantile abof, mensked withinne
154	With pelure pured apert, þe pane ful clene
155	With blyþe blaunner ful bry3t, and his hod boþe,
156	Þat watz la3t fro his lokkez and layde on his schulderes;
157	Heme wel-haled hose of þat same,
158	Þat spenet on his sparlyr, and clene spures vnder
159	Of bry3t golde, vpon silk bordes barred ful ryche,
160	And scholes vnder schankes þere þe schalk rides;
161	And alle his vesture uerayly watz clene verdure,
162	Boþe þe barres of his belt and oþer blyþe stones,
163	Þat were richely rayled in his aray clene
164	Aboutte hymself and his sadel, vpon silk werkez.
165	Þat were to tor for to telle of tryfles þe halue
166	Þat were enbrauded abof, wyth bryddes and fly3es,
167	With gay gaudi of grene, þe golde ay inmyddes.
168	Þe pendauntes of his payttrure, þe proude cropure,
169	His molaynes, and alle þe metail anamayld was þenne,
170	Þe steropes þat he stod on stayned of þe same,
171	And his arsounz al after and his aþel skyrtes,
172	Þat euer glemered and glent al of grene stones;
173	Þe fole þat he ferkkes on fyn of þat ilke,
174	sertayn,
175	A grene hors gret and þikke,
176	A stede ful stif to strayne,
177	In brawden brydel quik –
178	To þe gome he watz ful gayn.
179	Wel gay watz þis gome gered in grene,
180	And þe here of his hed of his hors swete.
181	Fayre fannand fax vmbefoldes his schulderes;
182	A much berd as a busk ouer his brest henges,
183	Þat wyth his hi3lich here þat of his hed reches
184	Watz euesed al vmbetorne abof his elbowes,
185	Þat half his armes þer-vnder were halched in þe wyse
186	Of a kyngez capados þat closes his swyre;
187	Þe mane of þat mayn hors much to hit lyke,
188	Wel cresped and cemmed, wyth knottes ful mony
189	Folden in wyth fildore aboute þe fayre grene,
190	Ay a herle of þe here, an oþer of golde;
191	Þe tayl and his toppyng twynnen of a sute,
192	And bounden boþe wyth a bande of a bry3t grene,
193	Dubbed wyth ful dere stonez, as þe dok lasted,
194	Syþen þrawen wyth a þwong a þwarle knot alofte,
195	Þer mony bellez ful bry3t of brende golde rungen.
196	Such a fole vpon folde, ne freke þat hym rydes,
197	Watz neuer sene in þat sale wyth sy3t er þat tyme,
198	with y3e.
199	He loked as layt so ly3t,
200	So sayd al þat hym sy3e;
201	Hit semed as no mon my3t
202	Vnder his dynttez dry3e.
203	Wheþer hade he no helme ne hawbergh nauþer,
204	Ne no pysan ne no plate þat pented to armes,
205	Ne no schafte ne no schelde to schwue ne to smyte,
206	Bot in his on honde he hade a holyn bobbe,
207	Þat is grattest in grene when greuez ar bare,
208	And an ax in his oþer, a hoge and vnmete,
209	A spetos sparþe to expoun in spelle, quoso my3t.
210	Þe lenkþe of an eln3erde þe large hede hade,
211	Þe grayn al of grene stele and of golde hewen,
212	Þe bit burnyst bry3t, with a brod egge
213	As wel schapen to schere as scharp rasores,
214	Þe stele of a stif staf þe sturne hit bi grypte,
215	Þat watz wounden wyth yrn to þe wandez ende,
216	And al bigrauen with grene in gracios werkes;
217	A lace lapped aboute, þat louked at þe hede,
218	And so after þe halme halched ful ofte,
219	Wyth tryed tasselez þerto tacched innoghe
220	On botounz of þe bry3t grene brayden ful ryche.
221	Þis haþel heldez hym in and þe halle entres,
222	Driuande to þe he3e dece, dut he no woþe,
223	Haylsed he neuer one, bot he3e he ouer loked.
224	Þe fyrst word þat he warp, ‘Wher is’, he sayd,
225	‘Þe gouernour of þis gyng? Gladly I wolde
226	Se þat segg in sy3t, and with hymself speke
227	raysoun.’
228	To kny3tez he kest his y3e,
229	And reled hym vp and doun;
230	He stemmed, and con studie
231	Quo walt þer most renoun.
232	Ther watz lokyng on lenþe þe lude to beholde,
233	For vch mon had meruayle quat hit mene my3t
234	Þat a haþel and a horse my3t such a hwe lach,
235	As growe grene as þe gres and grener hit semed,
236	Þen grene aumayl on golde glowande bry3ter.
237	Al studied þat þer stod, and stalked hym nerre
238	Wyth al þe wonder of þe worlde what he worch schulde.
239	For fele sellyez had þay sen, bot such neuer are;
240	Forþi for fantoum and fayry3e þe folk þere hit demed.
241	Þerfore to answare watz ar3e mony aþel freke,
242	And al stouned at his steuen and stonstil seten
243	In a swoghe sylence þur3 þe sale riche;
244	As al were slypped vpon slepe so slaked hor lotez
245	in hy3e –
246	I deme hit not al for doute,
247	Bot sum for cortaysye –
248	Bot let hym þat al schulde loute
249	Cast vnto þat wy3e.
250	Þenn Arþour bifore þe hi3 dece þat auenture byholdez,
251	And rekenly hym reuerenced, for rad was he neuer,
252	And sayde, ‘Wy3e, welcum iwys to þis place,
253	Þe hede of þis ostel Arthour I hat;
254	Li3t luflych adoun and lenge, I þe praye,
255	And quat-so þy wylle is we schal wyt after.’
256	‘Nay, as help me,’ quoþ þe haþel, ‘he þat on hy3e syttes,
257	To wone any quyle in þis won, hit watz not myn ernde;
258	Bot for þe los of þe, lede, is lyft vp so hy3e,
259	And þy bur3 and þy burnes best ar holden,
260	Stifest vnder stel-gere on stedes to ryde,
261	Þe wy3test and þe worþyest of þe worldes kynde,
262	Preue for to play wyth in oþer pure laykez,
263	And here is kydde cortaysye, as I haf herd carp,
264	And þat hatz wayned me hider, iwyis, at þis tyme.
265	3e may be seker bi þis braunch þat I bere here
266	Þat I passe as in pes, and no ply3t seche;
267	For had I founded in fere in fe3tyng wyse,
268	I haue a hauberghe at home and a helme boþe,
269	A schelde and a scharp spere, schinande bry3t,
270	Ande oþer weppenes to welde, I wene wel, als;
271	Bot for I wolde no were, my wedez ar softer.
272	Bot if þou be so bold as alle burnez tellen,
273	Þou wyl grant me godly þe gomen þat I ask
274	bi ry3t.’
275	Arthour con onsware,
276	And sayd, ‘Sir cortays kny3t,
277	If þou craue batayl bare,
278	Here faylez þou not to fy3t.’
279	‘Nay, frayst I no fy3t, in fayth I þe telle,
280	Hit arn aboute on þis bench bot berdlez chylder.
281	If I were hasped in armes on a he3e stede,
282	Here is no mon me to mach, for my3tez so wayke.
283	Forþy I craue in þis court a Crystemas gomen,
284	For hit is 3ol and Nwe 3er, and here ar 3ep mony:
285	If any so hardy in þis hous holdez hymseluen,
286	Be so bolde in his blod, brayn in hys hede,
287	Þat dar stifly strike a strok for an oþer,
288	I schal gif hym of my gyft þys giserne ryche,
289	Þis ax, þat is heué innogh, to hondele as hym lykes,
290	And I schal bide þe fyrst bur as bare as I sitte.
291	If any freke be so felle to fonde þat I telle,
292	Lepe ly3tly me to, and lach þis weppen,
293	I quit-clayme hit for euer, kepe hit as his auen,
294	And I schal stonde hym a strok, stif on þis flet,
295	Ellez þou wyl di3t me þe dom to dele hym an oþer
296	barlay,
297	And 3et gif hym respite,
298	A twelmonyth and a day;
299	Now hy3e, and let se tite
300	Dar any herinne o3t say.’
301	If he hem stowned vpon fyrst, stiller were þanne
302	Alle þe heredmen in halle, þe hy3 and þe lo3e.
303	Þe renk on his rouncé hym ruched in his sadel,
304	And runischly his rede y3en he reled aboute,
305	Bende his bresed bro3ez, blycande grene,
306	Wayued his berde for to wayte quo-so wolde ryse.
307	When non wolde kepe hym with carp he co3ed ful hy3e,
308	Ande rimed hym ful richly, and ry3t hym to speke:
309	‘What, is þis Arthures hous,’ quoþ þe haþel þenne,
310	‘Þat al þe rous rennes of þur3 ryalmes so mony?
311	Where is now your sourquydrye and your conquestes,
312	Your gryndellayk and your greme, and your grete wordes?
313	Now is þe reuel and þe renoun of þe Rounde Table
314	Ouerwalt wyth a worde of on wy3es speche,
315	For al dares for drede withoute dynt schewed!’
316	Wyth þis he la3es so loude þat þe lorde greued;
317	Þe blod schot for scham into his schyre face
318	and lere;
319	He wex wroth as wynde,
320	So did alle þat þer were.
321	Þe kyng as kene bi kynde
322	Þen stod þat stif mon nere,
323	Ande sayde, ‘Haþel, by heuen, þyn askyng is nys,
324	And as þou foly hatz frayst, fynde þe behoues.
325	I know no gome þat is gast of þy grete wordes;
326	Gif me now þy geserne, vpon Godez halue,
327	And I schal bayþen þy bone þat þou boden habbes.’
328	Ly3tly lepez he hym to, and la3t at his honde.
329	Þen feersly þat oþer freke vpon fote ly3tis.
330	Now hatz Arthure his axe, and þe halme grypez,
331	And sturnely sturez hit aboute, þat stryke wyth hit þo3t.
332	Þe stif mon hym bifore stod vpon hy3t,
333	Herre þen ani in þe hous by þe hede and more.
334	Wyth sturne schere þer he stod he stroked his berde,
335	And wyth a countenaunce dry3e he dro3 doun his cote,
336	No more mate ne dismayd for hys mayn dintez
337	Þen any burne vpon bench hade bro3t hym to drynk
338	of wyne.
339	Gawan, þat sate bi þe quene,
340	To þe kyng he can enclyne:
341	‘I beseche now with sa3ez sene
342	Þis melly mot be myne.
343	‘Wolde 3e, worþilych lorde,’ quoþ Wawan to þe kyng,
344	‘Bid me bo3e fro þis benche, and stonde by yow þere,
345	Þat I wythoute vylanye my3t voyde þis table,
346	And þat my legge lady lyked not ille,
347	I wolde com to your counseyl bifore your cort ryche.
348	For me þink hit not semly, as hit is soþ knawen,
349	Þer such an askyng is heuened so hy3e in your sale,
350	Þa3 3e 3ourself be talenttyf, to take hit to yourseluen,
351	Whil mony so bolde yow aboute vpon bench sytten,
352	Þat vnder heuen I hope non ha3erer of wylle,
353	Ne better bodyes on bent þer baret is rered.
354	I am þe wakkest, I wot, and of wyt feblest,
355	And lest lur of my lyf, quo laytes þe soþe –
356	Bot for as much as 3e ar myn em I am only to prayse,
357	No bounté bot your blod I in my bodé knowe;
358	And syþen þis note is so nys þat no3t hit yow falles,
359	And I haue frayned hit at yow fyrst, foldez hit to me;
360	And if I carp not comlyly, let alle þis cort rych
361	bout blame.’
362	Ryche togeder con roun,
363	And syþen þay redden alle same
364	To ryd þe kyng wyth croun,
365	And gif Gawan þe game.
366	Þen comaunded þe kyng þe kny3t for to ryse;
367	And he ful radly vpros, and ruchched hym fayre,
368	Kneled doun bifore þe kyng, and cachez þat weppen;
369	And he luflyly hit hym laft, and lyfte vp his honde,
370	And gef hym Goddez blessyng, and gladly hym biddes
371	Þat his hert and his honde schulde hardi be boþe.
372	‘Kepe þe cosyn,’ quoþ þe kyng, ‘þat þou on kyrf sette,
373	And if þou redez hym ry3t, redly I trowe
374	Þat þou schal byden þe bur þat he schal bede after.’
375	Gawan gotz to þe gome with giserne in honde,
376	And he baldly hym bydez, he bayst neuer þe helder.
377	Þen carppez to Sir Gawan þe kny3t in þe grene,
378	‘Refourme we oure forwardes, er we fyrre passe.
379	Fyrst I eþe þe, haþel, how þat þou hattes
380	Þat þou me telle truly, as I tryst may.’
381	‘In god fayth,’ quoþ þe goode kny3t, ‘Gawan I hatte,
382	Þat bede þe þis buffet, quat-so bifallez after,
383	And at þis tyme twelmonyth take at þe an oþer
384	Wyth what weppen so þou wylt, and wyth no wy3 ellez
385	on lyue.’
386	Þat oþer onswarez agayn,
387	‘Sir Gawan, so mot I þryue
388	As I am ferly fayn
389	Þis dint þat þou schal dryue.
390	‘Bigog,’ quoþ þe grene kny3t, ‘Sir Gawan, me lykes
391	Þat I schal fange at þy fust þat I haf frayst here.
392	And þou hatz redily rehersed, bi resoun ful trwe,
393	Clanly al þe couenaunt þat I þe kynge asked,
394	Saf þat þou schal siker me, segge, bi þi trawþe,
395	Þat þou schal seche me þiself, where-so þou hopes
396	I may be funde vpon folde, and foch þe such wages
397	As þou deles me to-day bifore þis douþe ryche.’
398	‘Where schulde I wale þe,’ quoþ Gauan, ‘where is þy place?
399	I wot neuer where þou wonyes, bi hym þat me wro3t,
400	Ne I know not þe, kny3t, þy cort ne þi name.
401	Bot teche me truly þerto, and telle me how þou hattes,
402	And I schal ware alle my wyt to wynne me þeder,
403	And þat I swere þe for soþe, and by my seker traweþ.’
404	‘Þat is innogh in Nwe 3er, hit nedes no more’,
405	Quoþ þe gome in þe grene to Gawan þe hende;
406	‘3if I þe telle trwly, quen I þe tape haue
407	And þou me smoþely hatz smyten, smartly I þe teche
408	Of my hous and my home and myn owen nome,
409	Þen may þou frayst my fare and forwardez holde;
410	And if I spende no speche, þenne spedez þou þe better,
411	For þou may leng in þy londe and layt no fyrre –
412	bot slokes!
413	Ta now þy grymme tole to þe,
414	And let se how þou cnokez.’
415	‘Gladly, sir, for soþe’,
416	Quoþ Gawan; his ax he strokes.
417	Þe grene kny3t vpon grounde grayþely hym dresses,
418	A littel lut with þe hede, þe lere he discouerez,
419	His longe louelych lokkez he layd ouer his croun,
420	Let þe naked nec to þe note schewe.
421	Gauan gripped to his ax, and gederes hit on hy3t,
422	Þe kay fot on þe folde he before sette,
423	Let hit doun ly3tly ly3t on þe naked,
424	Þat þe scharp of þe schalk schyndered þe bones,
425	And schrank þur3 þe schyire grece, and schade hit in twynne,
426	Þat þe bit of þe broun stel bot on þe grounde.
427	Þe fayre hede fro þe halce hit to þe erþe,
428	Þat fele hit foyned wyth her fete, þere hit forth roled;
429	Þe blod brayd fro þe body, þat blykked on þe grene;
430	And nawþer faltered ne fel þe freke neuer þe helder,
431	Bot styþly he start forth vpon styf schonkes,
432	And runyschly he ra3t out, þere as renkkez stoden,
433	La3t to his lufly hed, and lyft hit vp sone;
434	And syþen bo3ez to his blonk, þe brydel he cachchez,
435	Steppez into stelbawe and strydez alofte,
436	And his hede by þe here in his honde haldez;
437	And as sadly þe segge hym in his sadel sette
438	As non vnhap had hym ayled, þa3 hedlez he were
439	in stedde.
440	He brayde his bulk aboute,
441	Þat vgly bodi þat bledde;
442	Moni on of hym had doute,
443	Bi þat his resounz were redde.
444	For þe hede in his honde he haldez vp euen,
445	Toward þe derrest on þe dece he dressez þe face,
446	And hit lyfte vp þe y3e-lyddez and loked ful brode,
447	And meled þus much with his muthe, as 3e may now here:
448	‘Loke, Gawan, þou be grayþe to go as þou hettez,
449	And layte as lelly til þou me, lude, fynde,
450	As þou hatz hette in þis halle, herande þise kny3tes;
451	To þe grene chapel þou chose, I charge þe, to fotte
452	Such a dunt as þou hatz dalt – disserued þou habbez
453	To be 3ederly 3olden on Nw 3eres morn.
454	Þe kny3t of þe grene chapel men knowen me mony;
455	Forþi me for to fynde if þou fraystez, faylez þou neuer.
456	Þerfore com, oþer recreaunt be calde þe behoues.’
457	With a runisch rout þe raynez he tornez,
458	Halled out at þe hal dor, his hed in his hande,
459	Þat þe fyr of þe flynt fla3e fro fole houes.
460	To quat kyth he becom knwe non þere,
461	Neuer more þen þay wyste from queþen he watz wonnen.
462	What þenne?
463	Þe kyng and Gawen þare
464	At þat grene þay la3e and grenne,
465	3et breued watz hit ful bare
466	A meruayl among þo menne.
467	Þa3 Arþer þe hende kyng at hert hade wonder,
468	He let no semblaunt be sene, bot sayde ful hy3e
469	To þe comlych quene wyth cortays speche,
470	‘Dere dame, to-day demay yow neuer;
471	Wel bycommes such craft vpon Cristmasse,
472	Laykyng of enterludez, to la3e and to syng,
473	Among þise kynde caroles of kny3tez and ladyez.
474	Neuer þe lece to my mete I may me wel dres,
475	For I haf sen a selly, I may not forsake.’
476	He glent vpon Sir Gawen, and gaynly he sayde,
477	‘Now, sir, heng vp þyn ax, þat hatz innogh hewen’;
478	And hit watz don abof þe dece on doser to henge,
479	Þer alle men for meruayl my3t on hit loke,
480	And bi trwe tytel þerof to telle þe wonder.
481	Þenne þay bo3ed to a borde þise burnes togeder,
482	Þe kyng and þe gode kny3t, and kene men hem serued
483	Of alle dayntyez double, as derrest my3t falle;
484	Wyth alle maner of mete and mynstralcie boþe,
485	Wyth wele walt þay þat day, til worþed an ende
486	in londe.
487	Now þenk wel, Sir Gawan,
488	For woþe þat þou ne wonde
489	Þis auenture for to frayn
490	Þat þou hatz tan on honde.
491	THIS hanselle hatz Arthur of auenturus on fyrst
492	In 3onge 3er, for he 3erned 3elpyng to here.
493	Tha3 hym wordez were wane when þay to sete wenten,
494	Now ar þay stoken of sturne werk, stafful her hond.
495	Gawan watz glad to begynne þose gomnez in halle,
496	Bot þa3 þe ende be heuy haf 3e no wonder;
497	For þa3 men ben mery in mynde quen þay han mayn drynk,
498	A 3ere 3ernes ful 3erne, and 3eldez neuer lyke,
499	Þe forme to þe fynisment foldez ful selden.
500	Forþi þis 3ol ouer3ede, and þe 3ere after,
501	And vche sesoun serlepes sued after oþer:
502	After Crystenmasse com þe crabbed lentoun,
503	Þat fraystez flesch wyth þe fysche and fode more symple;
504	Bot þenne þe weder of þe worlde wyth wynter hit þrepez,
505	Colde clengez adoun, cloudez vplyften,
506	Schyre schedez þe rayn in schowrez ful warme,
507	Fallez vpon fayre flat, flowrez þere schewen,
508	Boþe groundez and þe greuez grene ar her wedez,
509	Bryddez busken to bylde, and bremlych syngen
510	For solace of þe softe somer þat sues þerafter
511	bi bonk;
512	And blossumez bolne to blowe
513	Bi rawez rych and ronk,
514	Þen notez noble inno3e
515	Ar herde in wod so wlonk.
516	After þe sesoun of somer wyth þe soft wyndez
517	Quen Zeferus syflez hymself on sedez and erbez,
518	Wela wynne is þe wort þat waxes þeroute,
519	When þe donkande dewe dropez of þe leuez,
520	To bide a blysful blusch of þe bry3t sunne.
521	Bot þen hy3es heruest, and hardenes hym sone,
522	Warnez hym for þe wynter to wax ful rype;
523	He dryues wyth dro3t þe dust for to ryse,
524	Fro þe face of þe folde to fly3e ful hy3e;
525	Wroþe wynde of þe welkyn wrastelez with þe sunne,
526	Þe leuez lancen fro þe lynde and ly3ten on þe grounde,
527	And al grayes þe gres þat grene watz ere;
528	Þenne al rypez and rotez þat ros vpon fyrst,
529	And þus 3irnez þe 3ere in 3isterdayez mony,
530	And wynter wyndez a3ayn, as þe worlde askez,
531	no fage,
532	Til Me3elmas mone
533	Watz cumen wyth wynter wage;
534	Þen þenkkez Gawan ful sone
535	Of his anious uyage.
536	3et quyl Al-hal-day with Arþer he lenges;
537	And he made a fare on þat fest for þe frekez sake,
538	With much reuel and ryche of þe Rounde Table.
539	Kny3tez ful cortays and comlych ladies
540	Al for luf of þat lede in longynge þay were,
541	Bot neuer þe lece ne þe later þay neuened bot merþe:
542	Mony ioylez for þat ientyle iapez þer maden.
543	For aftter mete with mournyng he melez to his eme,
544	And spekez of his passage, and pertly he sayde,
545	‘Now, lege lorde of my lyf, leue I yow ask;
546	3e knowe þe cost of þis cace, kepe I no more
547	To telle yow tenez þerof neuer bot trifel;
548	Bot I am boun to þe bur barely to-morne
549	To sech þe gome of þe grene, as God wyl me wysse.’
550	Þenne þe best of þe bur3 bo3ed togeder,
551	Aywan, and Errik, and oþer ful mony,
552	Sir Doddinaual de Sauage, þe duk of Clarence,
553	Launcelot, and Lyonel, and Lucan þe gode,
554	Sir Boos, and Sir Byduer, big men boþe,
555	And mony oþer menskful, with Mador de la Port.
556	Alle þis compayny of court com þe kyng nerre
557	For to counseyl þe kny3t, with care at her hert.
558	Þere watz much derue doel driuen in þe sale
559	Þat so worþé as Wawan schulde wende on þat ernde,
560	To dry3e a delful dynt, and dele no more
561	wyth bronde.
562	Þe kny3t mad ay god chere,
563	And sayde, ‘Quat schuld I wonde?
564	Of destinés derf and dere
565	What may mon do bot fonde?’
566	He dowellez þer al þat day, and dressez on þe morn,
567	Askez erly hys armez, and alle were þay bro3t.
568	Fyrst a tulé tapit ty3t ouer þe flet,
569	And miche watz þe gyld gere þat glent þeralofte;
570	Þe stif mon steppez þeron, and þe stel hondelez,
571	Dubbed in a dublet of a dere tars,
572	And syþen a crafty capados, closed aloft,
573	Þat wyth a bry3t blaunner was bounden withinne.
574	Þenne set þay þe sabatounz vpon þe segge fotez,
575	His legez lapped in stel with luflych greuez,
576	With polaynez piched þerto, policed ful clene,
577	Aboute his knez knaged wyth knotez of golde;
578	Queme quyssewes þen, þat coyntlych closed
579	His thik þrawen þy3ez, with þwonges to tachched;
580	And syþen þe brawden bryné of bry3t stel ryngez
581	Vmbeweued þat wy3 vpon wlonk stuffe,
582	And wel bornyst brace vpon his boþe armes,
583	With gode cowters and gay, and glouez of plate,
584	And alle þe godlych gere þat hym gayn schulde
585	þat tyde;
586	Wyth ryche cote-armure,
587	His gold sporez spend with pryde,
588	Gurde wyth a bront ful sure
589	With silk sayn vmbe his syde.
590	When he watz hasped in armes, his harnays watz ryche:
591	Þe lest lachet ouer loupe lemed of golde.
592	So harnayst as he watz he herknez his masse,
593	Offred and honoured at þe he3e auter.
594	Syþen he comez to þe kyng and to his cort-ferez,
595	Lachez lufly his leue at lordez and ladyez;
596	And þay hym kyst and conueyed, bikende hym to Kryst.
597	Bi þat watz Gryngolet grayth, and gurde with a sadel
598	Þat glemed ful gayly with mony golde frenges,
599	Ayquere naylet ful nwe, for þat note ryched;
600	Þe brydel barred aboute, with bry3t golde bounden;
601	Þe apparayl of þe payttrure and of þe proude skyrtez,
602	Þe cropore and þe couertor, acorded wyth þe arsounez;
603	And al watz rayled on red ryche golde naylez,
604	Þat al glytered and glent as glem of þe sunne.
605	Þenne hentes he þe helme, and hastily hit kysses,
606	Þat watz stapled stifly, and stoffed wythinne.
607	Hit watz hy3e on his hede, hasped bihynde,
608	Wyth a ly3tly vrysoun ouer þe auentayle,
609	Enbrawden and bounden wyth þe best gemmez
610	On brode sylkyn borde, and bryddez on semez,
611	As papiayez paynted peruyng bitwene,
612	Tortors and trulofez entayled so þyk
613	As mony burde þeraboute had ben seuen wynter
614	in toune.
615	Þe cercle watz more o prys
616	Þat vmbeclypped hys croun,
617	Of diamauntez a deuys
618	Þat boþe were bry3t and broun.
619	THEN þay schewed hym þe schelde, þat was of schyr goulez
620	Wyth þe pentangel depaynt of pure golde hwez.
