229			1	10	w	& reled hym vp & doun,
230		I	1	10	w	He stemmed & con studie,
231			1	10	w	Quo walt þer most renoun.
232		A	1	11	-	Ther wat3 lokyng on lenþe, þe lude to be-holde,
233			1	11	-	For vch mon had meruayle quat hit mene my3t,
234			1	11	-	Þat a haþel & a horse my3t such a hwe lach,
235		B	1	11	-	As growe grene as þe gres & grener hit semed,
236			1	11	-	Þen grene aumayl on golde lowande bry3ter;
237			1	11	-	Al studied þat þer stod, & stalked hym nerre,
238		C	1	11	-	Wyth al þe wonder of þe worlde, what he worch schulde.
239			1	11	-	For fele sellye3 had þay sen, bot such neuer are,
240			1	11	-	For-þi for fantoum & fayry3e þe folk þere hit demed;
241		D	1	11	-	Þer-fore to answare wat3 ar3e mony aþel freke,
242			1	11	-	& al stouned at his steuen, & stonstil seten,
243		E	1	11	-	In a swoghe sylence þur3 þe sale riche
244			1	11	-	As al were slypped vpon slepe so slaked hor lote3
245			1	11	b	in hy3e;
246			1	11	w	I deme hit not al for doute,
247		F	1	11	w	Bot sum for cortaysye,
248			1	11	w	Bot let hym þat al schulde loute,
249			1	11	w	Cast vnto þat wy3e.
250		A	1	12	-	Þenn Arþour bifore þe hi3 dece þat auenture byholde3,
251			1	12	-	& rekenly hym reuerenced, for rad was he neuer,
252			1	12	-	& sayde, "wy3e, welcum iwys to þis place,
253	94b	B	1	12	-	Þe hede of þis ostel Arthour I hat,
254			1	12	-	Li3t luflych adoun, & lenge, I þe praye,
255			1	12	-	& quat so þy wylle is, we schal wyt after."
256		C	1	12	-	"Nay, as help me," quod þe haþel, "he þat on hy3e syttes,
257			1	12	-	To wone any quyle in þis won, hit wat3 not myn ernde;
258			1	12	-	Bot for þe los of þe lede is lyft vp so hy3e,
259			1	12	-	& þy bur3 & þy burnes best ar holden,
260			1	12	-	Stifest vnder stel-gere on stedes to ryde,
261		D	1	12	-	Þe wy3test & þe worþyest of þe worldes kynde,
262			1	12	-	Preue for to play wyth in oþer pure layke3;
263			1	12	-	& here is kydde cortaysye, as I haf herd carp,
264			1	12	-	& þat hat3 wayned me hider, I-wyis, at þis tyme.
265			1	12	-	e may be seker bi þis braunch þat I bere here,
266		E	1	12	-	Þat I passe as in pes, & no ply3t seche;
267			1	12	-	For had I founded in fere, in fe3tyng wyse,
268		F	1	12	-	I haue a hauberghe at home & a helme boþe,
269			1	12	-	A schelde, & a scharp spere, schinande bry3t,
270			1	12	-	Ande oþer weppenes to welde, I wene wel als,
271			1	12	-	Bot for I wolde no were, my wede3 ar softer.
272			1	12	-	Bot if þou be so bold as alle burne3 tellen,
273			1	12	-	Þou wyl grant me godly þe gomen þat I ask,
274			1	12	b	bi ry3t."
275		G	1	12	w	Arthour con onsware,
276			1	12	w	& sayd, "sir cortays kny3t,
277			1	12	w	If þou craue batayl bare,
278			1	12	w	Here fayle3 þou not to fy3t."
279		A	1	13	-	"Nay, frayst I no fy3t, in fayth I þe telle,
280		B	1	13	-	Hit arn aboute on þis bench bot berdle3 chylder;
281			1	13	-	If I were hasped in armes on a he3e stede,
282		C	1	13	-	Here is no mon me to mach, for my3te3 so[1] wayke.
283			1	13	-	For-þy I craue in þis court a crystmas gomen,
284		D	1	13	-	For hit is 3ol & nwe 3er, & here ar 3ep mony;
285			1	13	-	If any so hardy in þis hous holde3 hym-seluen,
286		E	1	13	-	Be so bolde in his blod, brayn in hys hede,
287			1	13	-	Þat dar stifly strike a strok for an oþer,
288			1	13	-	I schal gif hym of my gyft þys giserne ryche,
289		F	1	13	-	Þis ax, þat is heué in-nogh, to hondele as hym lykes,
290	95		1	13	-	& I schal bide þe fyrst bur, as bare as I sitte.
291			1	13	-	If any freke be so felle to fonde þat I telle,
292			1	13	-	Lepe ly3tly me to, & lach þis weppen,
293			1	13	-	I quit clayme hit for euer, kepe hit as his auen,
294		G	1	13	-	& I schal stonde hym a strok, stif on þis flet,
295			1	13	-	Elle3 þou wyl di3t me þe dom to dele hym an oþer,
296			1	13	w	barlay;
297			1	13	w	& 3et gif hym respite,
298		H	1	13	w	A twelmonyth & a day;--
299			1	13	w	Now hy3e, & let se tite
300			1	13	-	Dar any her-inne o3t say."
301		A	1	14	-	If he hem stowned vpon fyrst, stiller were þanne
302			1	14	-	Alle þe hered-men in halle, þe hy3 & þe lo3e;
303		B	1	14	-	Þe renk on his rounce hym ruched in his sadel,
304			1	14	-	& runisch-ly his rede y3en he reled aboute,
305		C	1	14	-	Bende his bresed bro3e3, bly-cande grene,
306		D	1	14	-	Wayued his berde for to wayte quo-so wolde ryse.
307			1	14	-	When non wolde kepe hym with carp he co3ed ful hy3e,
308			1	14	-	Ande rimed hym ful richley, & ry3t hym to speke:
309		E	1	14	-	"What, is þis Arþures hous," quod þe haþel þenne,
310			1	14	-	"Þat al þe rous rennes of, þur3 ryalmes so mony?
311			1	14	-	Where is now your sourquydrye & your conquestes,
312			1	14	-	Your gry[n]del-layk, & your greme, & your grete wordes?
313		F	1	14	-	Now is þe reuel & þe renoun of þe rounde table
314			1	14	-	Ouer-walt wyth a worde of on wy3es speche;
315			1	14	-	For al dares for drede, with-oute dynt schewed!"
316			1	14	-	Wyth þis he la3es so loude, þat þe lorde greued;
317		G	1	14	-	Þe blod schot for scham in-to his schyre face
318			1	14	b	& lere;
319		H	1	14	w	He wex as wroth as wynde,
320			1	14	w	So did alle þat þer were
321			1	14	w	Þe kyng as kene bi kynde,
322			1	14	w	Þen stod þat stif mon nere.
323		A	1	15	-	Ande sayde, "haþel, by heuen þyn askyng is nys,
324			1	15	-	& as þou foly hat3 frayst, fynde þe be-houes;
325			1	15	-	I know no gome þat is gast of þy grete wordes.
326			1	15	-	Gif me now þy geserne, vpon gode3 halue,
327			1	15	-	& I schal bayþen þy bone, þat þou boden habbes."
328	95b		1	15	-	Ly3tly lepe3 he hym to, & la3t at his honde;
329			1	15	-	Þen feersly þat oþer freke vpon fote ly3tis.
330		B	1	15	-	Now hat3 Arthure his axe, & þe halme grype3,
331			1	15	-	& sturnely sture3 hit aboute, þat stryke wyth hit þo3t.
332			1	15	-	Þe stif mon hym bifore stod vpon hy3t,
333			1	15	-	Herre þen ani in þe hous by þe hede & more;
334		C	1	15	-	Wyth sturne schere[1] þer he stod, he stroked his berde,
335			1	15	-	& wyth a countenaunce dry3e he dro3 doun his cote,
336			1	15	-	No more mate ne dismayd for hys mayn dinte3,
337			1	15	-	Þen any burne vpon bench hade bro3t hym to drynk
338			1	15	b	of wyne,
339		D	1	15	w	Gawan, þat sate bi þe quene,
340			1	15	w	To þe kyng he can enclyne,
341			1	15	w	"I be-seche now with sa3e3 sene,
342			1	15	w	Þis melly mot be myne."
343			1	16	-	"Wolde 3e, worþilych lorde," quod Gawan to þe kyng,
344		A	1	16	-	"Bid me bo3e fro þis benche, & stonde by yow þere,
345			1	16	-	Þat I wyth-oute vylanye my3t voyde þis table,
346			1	16	-	& þat my legge lady lyked not ille,
347			1	16	-	I wolde com to your counseyl, bifore your cort ryche.
348		B	1	16	-	For me þink hit not semly, as hit is soþ knawen,
349			1	16	-	Þer such an askyng is heuened so hy3e in your sale,
350			1	16	-	Þa33e 3our-self be talenttyf to take hit to your-seluen,
351		C	1	16	-	Whil mony so bolde yow aboute vpon bench sytten,
352			1	16	-	Þat vnder heuen, I hope, non ha3er er of wylle,
353			1	16	-	Ne better bodyes on bent, þer baret is rered;
354		D	1	16	-	I am þe wakkest, I wot, and of wyt feblest,
355			1	16	-	& lest lur of my lyf, quo laytes þe soþe,
356			1	16	-	Bot for as much as 3e ar myn em, I am only to prayse,
357			1	16	-	No bounté bot your blod I in my bodé knowe;
358			1	16	-	& syþen þis note is so nys, þat no3t hit yow falles,
359			1	16	-	& I haue frayned hit at yow fyrst, folde3 hit to me,
360			1	16	-	& if I carp not comlyly, let alle þis cort rych,
361			1	16	b	bout blame."
362		E	1	16	w	Ryche to-geder con roun,
363			1	16	w	& syþen þay redden alle same,
364			1	16	w	To ryd þe kyng wyth croun,
365			1	16	w	& gif Gawan þe game.
366	96		1	17	-	Þen comaunded þe kyng þe kny3t for to ryse;
367			1	17	-	& he ful radly vp ros, & ruchched hym fayre,
368		A	1	17	-	Kneled doun bifore þe kyng, & cache3 þat weppen;
369			1	17	-	& he luflyly hit hym laft, & lyfte vp his honde,
370			1	17	-	& gef hym godde3 blessyng, & gladly hym biddes
371		B	1	17	-	Þat his hert & his honde schulde hardi be boþe.
372			1	17	-	"Kepe þe cosyn," quod þe kyng, "þat þou on kyrf sette,
373			1	17	-	& if þou rede3 hym ry3t, redly I trowe,
374			1	17	-	Þat þou schal byden þe bur þat he schal bede after.
375			1	17	-	Gawan got3 to þe gome, with giserne in honde,
376			1	17	-	& he baldly hym byde3, he bayst neuer þe helder
377		C	1	17	-	Þen carppe3 to sir Gawan þe kny3t in þe grene,
378			1	17	-	"Refourme we oure for-wardes, er we fyrre passe.
379			1	17	-	Fyrst I eþe þe, haþel, how þat þou hattes,
380			1	17	-	Þat þou me telle truly, as I tryst may?"
381		D	1	17	-	"In god fayth," quod þe goode kny3t, "Gawan I hatte,
382			1	17	-	Þat bede þe þis buffet, quat-so bi-falle3 after,
383			1	17	-	& at þis tyme twelmonyth take at þe anoþer,
384			1	17	-	Wyth what weppen so[1] þou wylt, & wyth no wy3 elle3,
385			1	17	b	on lyue."
386			1	17	w	Þat oþer on-sware3 agayn,
387			1	17	w	"Sir Gawan, so mot I þryue,
388		E	1	17	w	As I am ferly fayn.
389			1	17	w	Þis dint þat þou schal dryue."
390		A	1	18	-	"Bigog," quod þe grene kny3t, "sir Gawan, melykes,
391			1	18	-	Þat I schal fange at þy fust þat I haf frayst here;
392			1	18	-	& þou hat3 redily rehersed, bi resoun ful trwe,
393			1	18	-	Clanly al þe couenaunt þat I þe kynge asked,
394			1	18	-	Saf þat þou schal siker me, segge, bi þi trawþe,
395			1	18	-	Þat þou schal seche me þi-self, where-so þou hopes
396			1	18	-	I may be funde vpon folde, & foch þe such wages
397		B	1	18	-	As þou deles me to day, bifore þis douþe ryche."
398		C	1	18	-	"Where schulde I wale þe," quod Gauan, "where is þy place?
399			1	18	-	I wot neuer where þou wonyes, bi hym þat me wro3t,
400			1	18	-	Ne I know not þe, kny3t, þy cort, ne þi name.
401		D	1	18	-	Bot teche me truly þer-to, & telle me howe þou hattes,
402			1	18	-	& I schal ware alle my wyt to wynne me þeder,
403	96b		1	18	-	& þat I swere þe for soþe, & by my seker traweþ."
404			1	18	-	"Þat is in-nogh in nwe 3er, hit nedes no more,"
405			1	18	-	Quod þe gome in þe grene to Gawan þe hende,
406		E	1	18	-	"3if I þe telle trwly, quen I þe tape haue,
407			1	18	-	& þou me smoþely hat3 smyten, smartly I þe teche
408			1	18	-	Of my hous, & my home, & myn owen nome,
409			1	18	-	Þen may þou frayst my fare, & forwarde3 holde,
410		F	1	18	-	& if I spende no speche, þenne spede3 þou þe better,
411			1	18	-	For þou may leng in þy londe, & layt no fyrre,
412			1	18	b	bot slokes;
413		G	1	18	w	Ta now þy grymme tole to þe,
414			1	18	w	& let se how þou cnoke3."
415			1	18	w	"Gladly sir, for soþe,"
416			1	18	-	Quod Gawan; his ax he strokes.
417		A	1	19	-	The grene kny3t vpon grounde grayþely hym dresses,
418			1	19	-	A littel lut with þe hede, þe lere he discouere3,
419		B	1	19	-	His longe louelych lokke3 he layd ouer his croun.
420			1	19	-	Let þe naked nec to þe note schewe.
421			1	19	-	Gauan gripped to his ax, & gederes hit on hy3t,
422			1	19	-	Þe kay fot on þe folde he be-fore sette,
423		C	1	19	-	Let hit doun ly3tly ly3t on þe naked,
424			1	19	-	Þat þe scharp of þe schalk schyndered þe bones,
425		D	1	19	-	& schrank þur3 þe schyire grece, & scade hit in twynne,
426			1	19	-	Þat þe bit of þe broun stel bot on þe grounde.
427		E	1	19	-	Þe fayre hede fro þe halce hit [felle] to þe erþe,
428		F	1	19	-	Þat fele hit foyned wyth her fete, þere hit forth roled;
429			1	19	-	Þe blod brayd fro þe body, þat blykked on þe grene;
430		G	1	19	-	& nawþer faltered ne fel þe freke neuer þe helder,
431			1	19	-	Bot styþly he start forth vpon styf schonkes,
432		H	1	19	-	& ru[n]yschly he ra3t out, þere as renkke3 stoden,
433			1	19	-	La3t to his lufly hed, & lyft hit vp sone;
434			1	19	-	& syþen bo3e3 to his blonk, þe brydel he cachche3,
435		I	1	19	-	Steppe3 in to stel bawe & stryde3 alofte,
436		J	1	19	-	& his hede by þe here in his honde halde3;
437			1	19	-	& as sadly þe segge hym in his sadel sette,
438			1	19	-	As non vnhap had hym ayled, þa3 hedle3 he[1] we[re],
439			1	19	b	in stedde;
440		K	1	19	w	He brayde his bluk[2] aboute,
441	97		1	19	w	Þat vgly bodi þat bledde,
442			1	19	w	Moni on of hym had doute,
443			1	19	w	Bi þat his resoun3 were redde.
444			1	20	-	For þe hede in his honde he halde3 vp euen,
445		A	1	20	-	To-ward þe derrest on þe dece he dresse3 þe face,
446			1	20	-	& hit lyfte vp þe y3e-lydde3, & loked ful brode,
447		B	1	20	-	& meled þus much with his muthe, as 3e may now here.
448			1	20	-	"Loke, Gawan, þou be grayþe to go as þou hette3,
449			1	20	-	& layte as lelly til þou me, lude, fynde,
450		C	1	20	-	As þou hat3 hette in þis halle, herande þise kny3tes;
451		D	1	20	-	To þe grene chapel þou chose, I charge þe to fotte,
452			1	20	-	Such a dunt as þou hat3 dalt disserued þou habbe3,
453		E	1	20	-	To be 3ederly 3olden on nw 3eres morn;
454			1	20	-	Þe kny3t of þe grene chapel men knowen me mony;
455		F	1	20	-	For-þi me forto fynde if þou frayste3, fayle3 þou neuer,
456		G	1	20	-	Þer-fore com, oþer recreaunt be calde þe be-houeus."
457			1	20	-	With a runisch rout þe rayne3 he torne3,
458		H	1	20	-	Halled out at þe hal-dor, his hed in his hande,
459			1	20	-	Þat þe fyr of þe flynt fla3e fro fole houes.
460			1	20	-	To quat kyth he be-com, knwe non þere,
461			1	20	-	Neuermore þen þay wyste fram queþen. he wat3 wonnen;
462			1	20	b	what þenne?
463			1	20	w	Þe kyng & Gawen þare,
464		I	1	20	w	At þat grene þay la3e & grenne,
465			1	20	w	et breued wat3 hit ful bare,
466			1	20	w	A meruayl among þo menne.
467		A	1	21	-	Þa3 Arþer þe hende kyng at hert hade wonder,
468			1	21	-	He let no semblaunt be sene, bot sayde ful hy3e
469			1	21	-	To þe comlych quene, wyth cortays speche,
